({b"H'\xe2\r\x80h": [-49, 580085]}, ': ', b'SEND: sleep=0.1 | counter=421 | timeElap=HR=0 min=3, sec=35') 
({b"H'\xe2\r\x80h": [-49, 580785]}, ': ', b'SEND: sleep=0.1 | counter=422 | timeElap=HR=0 min=3, sec=35') 
({b"H'\xe2\r\x80h": [-49, 581265]}, ': ', b'SEND: sleep=0.1 | counter=423 | timeElap=HR=0 min=3, sec=36') 
({b"H'\xe2\r\x80h": [-49, 581745]}, ': ', b'SEND: sleep=0.1 | counter=424 | timeElap=HR=0 min=3, sec=36') 
({b"H'\xe2\r\x80h": [-49, 582225]}, ': ', b'SEND: sleep=0.1 | counter=425 | timeElap=HR=0 min=3, sec=37') 
({b"H'\xe2\r\x80h": [-48, 582805]}, ': ', b'SEND: sleep=0.1 | counter=426 | timeElap=HR=0 min=3, sec=37') 
({b"H'\xe2\r\x80h": [-49, 583285]}, ': ', b'SEND: sleep=0.1 | counter=427 | timeElap=HR=0 min=3, sec=38') 
({b"H'\xe2\r\x80h": [-49, 583835]}, ': ', b'SEND: sleep=0.1 | counter=428 | timeElap=HR=0 min=3, sec=38') 
({b"H'\xe2\r\x80h": [-49, 584245]}, ': ', b'SEND: sleep=0.1 | counter=429 | timeElap=HR=0 min=3, sec=39') 
({b"H'\xe2\r\x80h": [-47, 584725]}, ': ', b'SEND: sleep=0.1 | counter=430 | timeElap=HR=0 min=3, sec=39') 
({b"H'\xe2\r\x80h": [-49, 585415]}, ': ', b'SEND: sleep=0.1 | counter=431 | timeElap=HR=0 min=3, sec=40') 
({b"H'\xe2\r\x80h": [-47, 585877]}, ': ', b'SEND: sleep=0.1 | counter=432 | timeElap=HR=0 min=3, sec=40') 
({b"H'\xe2\r\x80h": [-48, 586355]}, ': ', b'SEND: sleep=0.1 | counter=433 | timeElap=HR=0 min=3, sec=41') 
({b"H'\xe2\r\x80h": [-48, 586835]}, ': ', b'SEND: sleep=0.1 | counter=434 | timeElap=HR=0 min=3, sec=41') 
({b"H'\xe2\r\x80h": [-48, 587425]}, ': ', b'SEND: sleep=0.1 | counter=435 | timeElap=HR=0 min=3, sec=42') 
({b"H'\xe2\r\x80h": [-47, 587895]}, ': ', b'SEND: sleep=0.1 | counter=436 | timeElap=HR=0 min=3, sec=42') 
({b"H'\xe2\r\x80h": [-48, 588376]}, ': ', b'SEND: sleep=0.1 | counter=437 | timeElap=HR=0 min=3, sec=43') 
({b"H'\xe2\r\x80h": [-47, 588732]}, ': ', b'SEND: sleep=0.1 | counter=438 | timeElap=HR=0 min=3, sec=43') 
({b"H'\xe2\r\x80h": [-49, 589445]}, ': ', b'SEND: sleep=0.1 | counter=439 | timeElap=HR=0 min=3, sec=44') 
({b"H'\xe2\r\x80h": [-48, 589915]}, ': ', b'SEND: sleep=0.1 | counter=440 | timeElap=HR=0 min=3, sec=44') 
({b"H'\xe2\r\x80h": [-49, 590395]}, ': ', b'SEND: sleep=0.1 | counter=441 | timeElap=HR=0 min=3, sec=45') 
({b"H'\xe2\r\x80h": [-49, 590866]}, ': ', b'SEND: sleep=0.1 | counter=442 | timeElap=HR=0 min=3, sec=45') 
({b"H'\xe2\r\x80h": [-47, 591345]}, ': ', b'SEND: sleep=0.1 | counter=443 | timeElap=HR=0 min=3, sec=46') 
({b"H'\xe2\r\x80h": [-49, 591925]}, ': ', b'SEND: sleep=0.1 | counter=444 | timeElap=HR=0 min=3, sec=46') 
({b"H'\xe2\r\x80h": [-48, 592395]}, ': ', b'SEND: sleep=0.1 | counter=445 | timeElap=HR=0 min=3, sec=47') 
({b"H'\xe2\r\x80h": [-49, 592875]}, ': ', b'SEND: sleep=0.1 | counter=446 | timeElap=HR=0 min=3, sec=47') 
({b"H'\xe2\r\x80h": [-47, 593416]}, ': ', b'SEND: sleep=0.1 | counter=447 | timeElap=HR=0 min=3, sec=48') 
({b"H'\xe2\r\x80h": [-47, 594035]}, ': ', b'SEND: sleep=0.1 | counter=448 | timeElap=HR=0 min=3, sec=49') 
({b"H'\xe2\r\x80h": [-49, 594495]}, ': ', b'SEND: sleep=0.1 | counter=449 | timeElap=HR=0 min=3, sec=49') 
({b"H'\xe2\r\x80h": [-49, 594965]}, ': ', b'SEND: sleep=0.1 | counter=450 | timeElap=HR=0 min=3, sec=49') 
({b"H'\xe2\r\x80h": [-49, 595435]}, ': ', b'SEND: sleep=0.1 | counter=451 | timeElap=HR=0 min=3, sec=50') 
({b"H'\xe2\r\x80h": [-49, 596015]}, ': ', b'SEND: sleep=0.1 | counter=452 | timeElap=HR=0 min=3, sec=51') 
({b"H'\xe2\r\x80h": [-48, 596495]}, ': ', b'SEND: sleep=0.1 | counter=453 | timeElap=HR=0 min=3, sec=51') 
({b"H'\xe2\r\x80h": [-47, 596955]}, ': ', b'SEND: sleep=0.1 | counter=454 | timeElap=HR=0 min=3, sec=51') 
({b"H'\xe2\r\x80h": [-49, 597435]}, ': ', b'SEND: sleep=0.1 | counter=455 | timeElap=HR=0 min=3, sec=52') 
({b"H'\xe2\r\x80h": [-47, 598115]}, ': ', b'SEND: sleep=0.1 | counter=456 | timeElap=HR=0 min=3, sec=53') 
({b"H'\xe2\r\x80h": [-49, 598595]}, ': ', b'SEND: sleep=0.1 | counter=457 | timeElap=HR=0 min=3, sec=53') 
({b"H'\xe2\r\x80h": [-47, 599075]}, ': ', b'SEND: sleep=0.1 | counter=458 | timeElap=HR=0 min=3, sec=54') 
({b"H'\xe2\r\x80h": [-47, 599545]}, ': ', b'SEND: sleep=0.1 | counter=459 | timeElap=HR=0 min=3, sec=54') 
({b"H'\xe2\r\x80h": [-49, 600015]}, ': ', b'SEND: sleep=0.1 | counter=460 | timeElap=HR=0 min=3, sec=55') 
({b"H'\xe2\r\x80h": [-49, 600575]}, ': ', b'SEND: sleep=0.1 | counter=461 | timeElap=HR=0 min=3, sec=55') 
({b"H'\xe2\r\x80h": [-47, 601045]}, ': ', b'SEND: sleep=0.1 | counter=462 | timeElap=HR=0 min=3, sec=56') 
({b"H'\xe2\r\x80h": [-49, 601525]}, ': ', b'SEND: sleep=0.1 | counter=463 | timeElap=HR=0 min=3, sec=56') 
({b"H'\xe2\r\x80h": [-49, 601995]}, ': ', b'SEND: sleep=0.1 | counter=464 | timeElap=HR=0 min=3, sec=57') 
({b"H'\xe2\r\x80h": [-47, 602695]}, ': ', b'SEND: sleep=0.1 | counter=465 | timeElap=HR=0 min=3, sec=57') 
({b"H'\xe2\r\x80h": [-48, 603244]}, ': ', b'SEND: sleep=0.1 | counter=466 | timeElap=HR=0 min=3, sec=58') 
({b"H'\xe2\r\x80h": [-48, 603635]}, ': ', b'SEND: sleep=0.1 | counter=467 | timeElap=HR=0 min=3, sec=58') 
({b"H'\xe2\r\x80h": [-47, 604105]}, ': ', b'SEND: sleep=0.1 | counter=468 | timeElap=HR=0 min=3, sec=59') 
({b"H'\xe2\r\x80h": [-47, 604685]}, ': ', b'SEND: sleep=0.1 | counter=469 | timeElap=HR=0 min=3, sec=59') 
({b"H'\xe2\r\x80h": [-49, 605165]}, ': ', b'SEND: sleep=0.1 | counter=470 | timeElap=HR=0 min=4, sec=0') 
({b"H'\xe2\r\x80h": [-49, 605645]}, ': ', b'SEND: sleep=0.1 | counter=471 | timeElap=HR=0 min=4, sec=0') 
({b"H'\xe2\r\x80h": [-47, 606125]}, ': ', b'SEND: sleep=0.1 | counter=472 | timeElap=HR=0 min=4, sec=1') 
({b"H'\xe2\r\x80h": [-48, 606805]}, ': ', b'SEND: sleep=0.1 | counter=473 | timeElap=HR=0 min=4, sec=1') 
({b"H'\xe2\r\x80h": [-48, 607275]}, ': ', b'SEND: sleep=0.1 | counter=474 | timeElap=HR=0 min=4, sec=2') 
({b"H'\xe2\r\x80h": [-49, 607735]}, ': ', b'SEND: sleep=0.1 | counter=475 | timeElap=HR=0 min=4, sec=2') 
({b"H'\xe2\r\x80h": [-49, 608277]}, ': ', b'SEND: sleep=0.1 | counter=476 | timeElap=HR=0 min=4, sec=3') 
({b"H'\xe2\r\x80h": [-47, 608667]}, ': ', b'SEND: sleep=0.1 | counter=477 | timeElap=HR=0 min=4, sec=3') 
({b"H'\xe2\r\x80h": [-48, 609235]}, ': ', b'SEND: sleep=0.1 | counter=478 | timeElap=HR=0 min=4, sec=4') 
({b"H'\xe2\r\x80h": [-49, 609695]}, ': ', b'SEND: sleep=0.1 | counter=479 | timeElap=HR=0 min=4, sec=4') 
({b"H'\xe2\r\x80h": [-47, 610155]}, ': ', b'SEND: sleep=0.1 | counter=480 | timeElap=HR=0 min=4, sec=5') 
({b"H'\xe2\r\x80h": [-49, 610616]}, ': ', b'SEND: sleep=0.1 | counter=481 | timeElap=HR=0 min=4, sec=5') 
({b"H'\xe2\r\x80h": [-49, 611305]}, ': ', b'SEND: sleep=0.1 | counter=482 | timeElap=HR=0 min=4, sec=6') 
({b"H'\xe2\r\x80h": [-47, 611785]}, ': ', b'SEND: sleep=0.1 | counter=483 | timeElap=HR=0 min=4, sec=6') 
({b"H'\xe2\r\x80h": [-49, 612265]}, ': ', b'SEND: sleep=0.1 | counter=484 | timeElap=HR=0 min=4, sec=7') 
({b"H'\xe2\r\x80h": [-48, 612727]}, ': ', b'SEND: sleep=0.1 | counter=485 | timeElap=HR=0 min=4, sec=7') 
({b"H'\xe2\r\x80h": [-49, 613295]}, ': ', b'SEND: sleep=0.1 | counter=486 | timeElap=HR=0 min=4, sec=8') 
({b"H'\xe2\r\x80h": [-49, 613765]}, ': ', b'SEND: sleep=0.1 | counter=487 | timeElap=HR=0 min=4, sec=8') 
({b"H'\xe2\r\x80h": [-47, 614245]}, ': ', b'SEND: sleep=0.1 | counter=488 | timeElap=HR=0 min=4, sec=9') 
({b"H'\xe2\r\x80h": [-47, 614725]}, ': ', b'SEND: sleep=0.1 | counter=489 | timeElap=HR=0 min=4, sec=9') 
({b"H'\xe2\r\x80h": [-49, 615405]}, ': ', b'SEND: sleep=0.1 | counter=490 | timeElap=HR=0 min=4, sec=10') 
({b"H'\xe2\r\x80h": [-47, 615865]}, ': ', b'SEND: sleep=0.1 | counter=491 | timeElap=HR=0 min=4, sec=10') 
({b"H'\xe2\r\x80h": [-48, 616335]}, ': ', b'SEND: sleep=0.1 | counter=492 | timeElap=HR=0 min=4, sec=11') 
({b"H'\xe2\r\x80h": [-43, 616795]}, ': ', b'SEND: sleep=0.1 | counter=493 | timeElap=HR=0 min=4, sec=11') 
({b"H'\xe2\r\x80h": [-49, 617265]}, ': ', b'SEND: sleep=0.1 | counter=494 | timeElap=HR=0 min=4, sec=12') 
({b"H'\xe2\r\x80h": [-48, 617836]}, ': ', b'SEND: sleep=0.1 | counter=495 | timeElap=HR=0 min=4, sec=12') 
({b"H'\xe2\r\x80h": [-48, 618305]}, ': ', b'SEND: sleep=0.1 | counter=496 | timeElap=HR=0 min=4, sec=13') 
({b"H'\xe2\r\x80h": [-48, 618765]}, ': ', b'SEND: sleep=0.1 | counter=497 | timeElap=HR=0 min=4, sec=13') 
({b"H'\xe2\r\x80h": [-47, 619225]}, ': ', b'SEND: sleep=0.1 | counter=498 | timeElap=HR=0 min=4, sec=14') 
({b"H'\xe2\r\x80h": [-49, 619915]}, ': ', b'SEND: sleep=0.1 | counter=499 | timeElap=HR=0 min=4, sec=14') 
({b"H'\xe2\r\x80h": [-48, 620377]}, ': ', b'SEND: sleep=0.1 | counter=500 | timeElap=HR=0 min=4, sec=15') 
({b"H'\xe2\r\x80h": [-47, 620835]}, ': ', b'SEND: sleep=0.1 | counter=501 | timeElap=HR=0 min=4, sec=15') 
({b"H'\xe2\r\x80h": [-49, 621295]}, ': ', b'SEND: sleep=0.1 | counter=502 | timeElap=HR=0 min=4, sec=16') 
({b"H'\xe2\r\x80h": [-48, 621885]}, ': ', b'SEND: sleep=0.1 | counter=503 | timeElap=HR=0 min=4, sec=16') 
({b"H'\xe2\r\x80h": [-49, 622365]}, ': ', b'SEND: sleep=0.1 | counter=504 | timeElap=HR=0 min=4, sec=17') 
({b"H'\xe2\r\x80h": [-47, 622825]}, ': ', b'SEND: sleep=0.1 | counter=505 | timeElap=HR=0 min=4, sec=17') 
({b"H'\xe2\r\x80h": [-47, 623285]}, ': ', b'SEND: sleep=0.1 | counter=506 | timeElap=HR=0 min=4, sec=18') 
({b"H'\xe2\r\x80h": [-49, 623965]}, ': ', b'SEND: sleep=0.1 | counter=507 | timeElap=HR=0 min=4, sec=18') 
({b"H'\xe2\r\x80h": [-47, 624435]}, ': ', b'SEND: sleep=0.1 | counter=508 | timeElap=HR=0 min=4, sec=19') 
({b"H'\xe2\r\x80h": [-49, 624907]}, ': ', b'SEND: sleep=0.1 | counter=509 | timeElap=HR=0 min=4, sec=19') 
({b"H'\xe2\r\x80h": [-48, 625365]}, ': ', b'SEND: sleep=0.1 | counter=510 | timeElap=HR=0 min=4, sec=20') 
({b"H'\xe2\r\x80h": [-48, 625825]}, ': ', b'SEND: sleep=0.1 | counter=511 | timeElap=HR=0 min=4, sec=20') 
({b"H'\xe2\r\x80h": [-48, 626395]}, ': ', b'SEND: sleep=0.1 | counter=512 | timeElap=HR=0 min=4, sec=21') 
({b"H'\xe2\r\x80h": [-48, 626855]}, ': ', b'SEND: sleep=0.1 | counter=513 | timeElap=HR=0 min=4, sec=21') 
({b"H'\xe2\r\x80h": [-49, 627317]}, ': ', b'SEND: sleep=0.1 | counter=514 | timeElap=HR=0 min=4, sec=22') 
({b"H'\xe2\r\x80h": [-47, 627796]}, ': ', b'SEND: sleep=0.1 | counter=515 | timeElap=HR=0 min=4, sec=22') 
({b"H'\xe2\r\x80h": [-49, 628455]}, ': ', b'SEND: sleep=0.1 | counter=516 | timeElap=HR=0 min=4, sec=23') 
({b"H'\xe2\r\x80h": [-48, 628915]}, ': ', b'SEND: sleep=0.1 | counter=517 | timeElap=HR=0 min=4, sec=23') 
({b"H'\xe2\r\x80h": [-48, 629375]}, ': ', b'SEND: sleep=0.1 | counter=518 | timeElap=HR=0 min=4, sec=24') 
({b"H'\xe2\r\x80h": [-48, 629837]}, ': ', b'SEND: sleep=0.1 | counter=519 | timeElap=HR=0 min=4, sec=24') 
({b"H'\xe2\r\x80h": [-47, 630405]}, ': ', b'SEND: sleep=0.1 | counter=520 | timeElap=HR=0 min=4, sec=25') 
({b"H'\xe2\r\x80h": [-47, 630865]}, ': ', b'SEND: sleep=0.1 | counter=521 | timeElap=HR=0 min=4, sec=25') 
({b"H'\xe2\r\x80h": [-48, 631325]}, ': ', b'SEND: sleep=0.1 | counter=522 | timeElap=HR=0 min=4, sec=26') 
({b"H'\xe2\r\x80h": [-48, 631785]}, ': ', b'SEND: sleep=0.1 | counter=523 | timeElap=HR=0 min=4, sec=26') 
({b"H'\xe2\r\x80h": [-48, 632465]}, ': ', b'SEND: sleep=0.1 | counter=524 | timeElap=HR=0 min=4, sec=27') 
({b"H'\xe2\r\x80h": [-49, 632925]}, ': ', b'SEND: sleep=0.1 | counter=525 | timeElap=HR=0 min=4, sec=27') 
({b"H'\xe2\r\x80h": [-48, 633385]}, ': ', b'SEND: sleep=0.1 | counter=526 | timeElap=HR=0 min=4, sec=28') 
({b"H'\xe2\r\x80h": [-48, 633855]}, ': ', b'SEND: sleep=0.1 | counter=527 | timeElap=HR=0 min=4, sec=28') 
({b"H'\xe2\r\x80h": [-48, 634425]}, ': ', b'SEND: sleep=0.1 | counter=528 | timeElap=HR=0 min=4, sec=29') 
({b"H'\xe2\r\x80h": [-48, 634885]}, ': ', b'SEND: sleep=0.1 | counter=529 | timeElap=HR=0 min=4, sec=29') 
({b"H'\xe2\r\x80h": [-48, 635345]}, ': ', b'SEND: sleep=0.1 | counter=530 | timeElap=HR=0 min=4, sec=30') 
({b"H'\xe2\r\x80h": [-49, 635815]}, ': ', b'SEND: sleep=0.1 | counter=531 | timeElap=HR=0 min=4, sec=30') 
({b"H'\xe2\r\x80h": [-49, 636275]}, ': ', b'SEND: sleep=0.1 | counter=532 | timeElap=HR=0 min=4, sec=31') 
({b"H'\xe2\r\x80h": [-48, 636955]}, ': ', b'SEND: sleep=0.1 | counter=533 | timeElap=HR=0 min=4, sec=31') 
({b"H'\xe2\r\x80h": [-49, 637415]}, ': ', b'SEND: sleep=0.1 | counter=534 | timeElap=HR=0 min=4, sec=32') 
({b"H'\xe2\r\x80h": [-49, 637875]}, ': ', b'SEND: sleep=0.1 | counter=535 | timeElap=HR=0 min=4, sec=32') 
({b"H'\xe2\r\x80h": [-49, 638335]}, ': ', b'SEND: sleep=0.1 | counter=536 | timeElap=HR=0 min=4, sec=33') 
({b"H'\xe2\r\x80h": [-49, 638895]}, ': ', b'SEND: sleep=0.1 | counter=537 | timeElap=HR=0 min=4, sec=33') 
({b"H'\xe2\r\x80h": [-48, 639375]}, ': ', b'SEND: sleep=0.1 | counter=538 | timeElap=HR=0 min=4, sec=34') 
({b"H'\xe2\r\x80h": [-49, 639845]}, ': ', b'SEND: sleep=0.1 | counter=539 | timeElap=HR=0 min=4, sec=34') 
({b"H'\xe2\r\x80h": [-48, 640305]}, ': ', b'SEND: sleep=0.1 | counter=540 | timeElap=HR=0 min=4, sec=35') 
({b"H'\xe2\r\x80h": [-48, 640995]}, ': ', b'SEND: sleep=0.1 | counter=541 | timeElap=HR=0 min=4, sec=36') 
({b"H'\xe2\r\x80h": [-47, 641455]}, ': ', b'SEND: sleep=0.1 | counter=542 | timeElap=HR=0 min=4, sec=36') 
({b"H'\xe2\r\x80h": [-49, 641915]}, ': ', b'SEND: sleep=0.1 | counter=543 | timeElap=HR=0 min=4, sec=36') 
({b"H'\xe2\r\x80h": [-47, 642377]}, ': ', b'SEND: sleep=0.1 | counter=544 | timeElap=HR=0 min=4, sec=37') 
({b"H'\xe2\r\x80h": [-48, 642945]}, ': ', b'SEND: sleep=0.1 | counter=545 | timeElap=HR=0 min=4, sec=37') 
({b"H'\xe2\r\x80h": [-48, 643405]}, ': ', b'SEND: sleep=0.1 | counter=546 | timeElap=HR=0 min=4, sec=38') 
({b"H'\xe2\r\x80h": [-48, 643865]}, ': ', b'SEND: sleep=0.1 | counter=547 | timeElap=HR=0 min=4, sec=38') 
({b"H'\xe2\r\x80h": [-49, 644315]}, ': ', b'SEND: sleep=0.1 | counter=548 | timeElap=HR=0 min=4, sec=39') 
({b"H'\xe2\r\x80h": [-47, 644785]}, ': ', b'SEND: sleep=0.1 | counter=549 | timeElap=HR=0 min=4, sec=39') 
({b"H'\xe2\r\x80h": [-49, 645465]}, ': ', b'SEND: sleep=0.1 | counter=550 | timeElap=HR=0 min=4, sec=40') 
({b"H'\xe2\r\x80h": [-48, 645925]}, ': ', b'SEND: sleep=0.1 | counter=551 | timeElap=HR=0 min=4, sec=40') 
({b"H'\xe2\r\x80h": [-48, 646385]}, ': ', b'SEND: sleep=0.1 | counter=552 | timeElap=HR=0 min=4, sec=41') 
({b"H'\xe2\r\x80h": [-49, 646848]}, ': ', b'SEND: sleep=0.1 | counter=553 | timeElap=HR=0 min=4, sec=41') 
({b"H'\xe2\r\x80h": [-49, 647425]}, ': ', b'SEND: sleep=0.1 | counter=554 | timeElap=HR=0 min=4, sec=42') 
({b"H'\xe2\r\x80h": [-48, 647905]}, ': ', b'SEND: sleep=0.1 | counter=555 | timeElap=HR=0 min=4, sec=42') 
({b"H'\xe2\r\x80h": [-49, 648385]}, ': ', b'SEND: sleep=0.1 | counter=556 | timeElap=HR=0 min=4, sec=43') 
({b"H'\xe2\r\x80h": [-48, 648855]}, ': ', b'SEND: sleep=0.1 | counter=557 | timeElap=HR=0 min=4, sec=43') 
({b"H'\xe2\r\x80h": [-49, 649525]}, ': ', b'SEND: sleep=0.1 | counter=558 | timeElap=HR=0 min=4, sec=44') 
({b"H'\xe2\r\x80h": [-48, 649985]}, ': ', b'SEND: sleep=0.1 | counter=559 | timeElap=HR=0 min=4, sec=45') 
({b"H'\xe2\r\x80h": [-49, 650465]}, ': ', b'SEND: sleep=0.1 | counter=560 | timeElap=HR=0 min=4, sec=45') 
({b"H'\xe2\r\x80h": [-49, 650925]}, ': ', b'SEND: sleep=0.1 | counter=561 | timeElap=HR=0 min=4, sec=45') 
({b"H'\xe2\r\x80h": [-47, 651487]}, ': ', b'SEND: sleep=0.1 | counter=562 | timeElap=HR=0 min=4, sec=46') 
({b"H'\xe2\r\x80h": [-47, 651945]}, ': ', b'SEND: sleep=0.1 | counter=563 | timeElap=HR=0 min=4, sec=46') 
({b"H'\xe2\r\x80h": [-47, 652405]}, ': ', b'SEND: sleep=0.1 | counter=564 | timeElap=HR=0 min=4, sec=47') 
({b"H'\xe2\r\x80h": [-49, 652855]}, ': ', b'SEND: sleep=0.1 | counter=565 | timeElap=HR=0 min=4, sec=47') 
({b"H'\xe2\r\x80h": [-47, 653325]}, ': ', b'SEND: sleep=0.1 | counter=566 | timeElap=HR=0 min=4, sec=48') 
({b"H'\xe2\r\x80h": [-48, 653995]}, ': ', b'SEND: sleep=0.1 | counter=567 | timeElap=HR=0 min=4, sec=49') 
({b"H'\xe2\r\x80h": [-49, 654455]}, ': ', b'SEND: sleep=0.1 | counter=568 | timeElap=HR=0 min=4, sec=49') 
({b"H'\xe2\r\x80h": [-47, 654915]}, ': ', b'SEND: sleep=0.1 | counter=569 | timeElap=HR=0 min=4, sec=49') 
({b"H'\xe2\r\x80h": [-49, 655385]}, ': ', b'SEND: sleep=0.1 | counter=570 | timeElap=HR=0 min=4, sec=50') 
({b"H'\xe2\r\x80h": [-47, 655955]}, ': ', b'SEND: sleep=0.1 | counter=571 | timeElap=HR=0 min=4, sec=50') 
({b"H'\xe2\r\x80h": [-47, 656415]}, ': ', b'SEND: sleep=0.1 | counter=572 | timeElap=HR=0 min=4, sec=51') 
({b"H'\xe2\r\x80h": [-47, 656885]}, ': ', b'SEND: sleep=0.1 | counter=573 | timeElap=HR=0 min=4, sec=51') 
({b"H'\xe2\r\x80h": [-47, 657365]}, ': ', b'SEND: sleep=0.1 | counter=574 | timeElap=HR=0 min=4, sec=52') 
({b"H'\xe2\r\x80h": [-49, 658035]}, ': ', b'SEND: sleep=0.1 | counter=575 | timeElap=HR=0 min=4, sec=53') 
({b"H'\xe2\r\x80h": [-49, 658497]}, ': ', b'SEND: sleep=0.1 | counter=576 | timeElap=HR=0 min=4, sec=53') 
({b"H'\xe2\r\x80h": [-49, 658965]}, ': ', b'SEND: sleep=0.1 | counter=577 | timeElap=HR=0 min=4, sec=53') 
({b"H'\xe2\r\x80h": [-47, 659445]}, ': ', b'SEND: sleep=0.1 | counter=578 | timeElap=HR=0 min=4, sec=54') 
({b"H'\xe2\r\x80h": [-47, 660025]}, ': ', b'SEND: sleep=0.1 | counter=579 | timeElap=HR=0 min=4, sec=55') 
({b"H'\xe2\r\x80h": [-49, 660485]}, ': ', b'SEND: sleep=0.1 | counter=580 | timeElap=HR=0 min=4, sec=55') 
({b"H'\xe2\r\x80h": [-47, 660947]}, ': ', b'SEND: sleep=0.1 | counter=581 | timeElap=HR=0 min=4, sec=55') 
({b"H'\xe2\r\x80h": [-49, 661415]}, ': ', b'SEND: sleep=0.1 | counter=582 | timeElap=HR=0 min=4, sec=56') 
({b"H'\xe2\r\x80h": [-48, 662095]}, ': ', b'SEND: sleep=0.1 | counter=583 | timeElap=HR=0 min=4, sec=57') 
({b"H'\xe2\r\x80h": [-47, 662555]}, ': ', b'SEND: sleep=0.1 | counter=584 | timeElap=HR=0 min=4, sec=57') 
({b"H'\xe2\r\x80h": [-48, 663025]}, ': ', b'SEND: sleep=0.1 | counter=585 | timeElap=HR=0 min=4, sec=58') 
({b"H'\xe2\r\x80h": [-49, 663505]}, ': ', b'SEND: sleep=0.1 | counter=586 | timeElap=HR=0 min=4, sec=58') 
({b"H'\xe2\r\x80h": [-49, 663975]}, ': ', b'SEND: sleep=0.1 | counter=587 | timeElap=HR=0 min=4, sec=59') 
({b"H'\xe2\r\x80h": [-49, 664555]}, ': ', b'SEND: sleep=0.1 | counter=588 | timeElap=HR=0 min=4, sec=59') 
({b"H'\xe2\r\x80h": [-49, 665025]}, ': ', b'SEND: sleep=0.1 | counter=589 | timeElap=HR=0 min=5, sec=0') 
({b"H'\xe2\r\x80h": [-49, 665485]}, ': ', b'SEND: sleep=0.1 | counter=590 | timeElap=HR=0 min=5, sec=0') 
({b"H'\xe2\r\x80h": [-47, 665947]}, ': ', b'SEND: sleep=0.1 | counter=591 | timeElap=HR=0 min=5, sec=0') 
({b"H'\xe2\r\x80h": [-47, 666625]}, ': ', b'SEND: sleep=0.1 | counter=592 | timeElap=HR=0 min=5, sec=1') 
({b"H'\xe2\r\x80h": [-48, 667085]}, ': ', b'SEND: sleep=0.1 | counter=593 | timeElap=HR=0 min=5, sec=2') 
({b"H'\xe2\r\x80h": [-47, 667545]}, ': ', b'SEND: sleep=0.1 | counter=594 | timeElap=HR=0 min=5, sec=2') 
({b"H'\xe2\r\x80h": [-49, 668007]}, ': ', b'SEND: sleep=0.1 | counter=595 | timeElap=HR=0 min=5, sec=3') 
({b"H'\xe2\r\x80h": [-49, 668575]}, ': ', b'SEND: sleep=0.1 | counter=596 | timeElap=HR=0 min=5, sec=3') 
({b"H'\xe2\r\x80h": [-48, 669035]}, ': ', b'SEND: sleep=0.1 | counter=597 | timeElap=HR=0 min=5, sec=4') 
({b"H'\xe2\r\x80h": [-48, 669495]}, ': ', b'SEND: sleep=0.1 | counter=598 | timeElap=HR=0 min=5, sec=4') 
({b"H'\xe2\r\x80h": [-47, 669955]}, ': ', b'SEND: sleep=0.1 | counter=599 | timeElap=HR=0 min=5, sec=4') 
({b"H'\xe2\r\x80h": [-47, 670645]}, ': ', b'SEND: sleep=0.1 | counter=600 | timeElap=HR=0 min=5, sec=5') 
({b"H'\xe2\r\x80h": [-47, 671115]}, ': ', b'SEND: sleep=0.1 | counter=601 | timeElap=HR=0 min=5, sec=6') 
({b"H'\xe2\r\x80h": [-47, 671585]}, ': ', b'SEND: sleep=0.1 | counter=602 | timeElap=HR=0 min=5, sec=6') 
({b"H'\xe2\r\x80h": [-47, 672055]}, ': ', b'SEND: sleep=0.1 | counter=603 | timeElap=HR=0 min=5, sec=7') 
({b"H'\xe2\r\x80h": [-48, 672525]}, ': ', b'SEND: sleep=0.1 | counter=604 | timeElap=HR=0 min=5, sec=7') 
({b"H'\xe2\r\x80h": [-49, 673105]}, ': ', b'SEND: sleep=0.1 | counter=605 | timeElap=HR=0 min=5, sec=8') 
({b"H'\xe2\r\x80h": [-49, 673585]}, ': ', b'SEND: sleep=0.1 | counter=606 | timeElap=HR=0 min=5, sec=8') 
({b"H'\xe2\r\x80h": [-48, 674065]}, ': ', b'SEND: sleep=0.1 | counter=607 | timeElap=HR=0 min=5, sec=9') 
({b"H'\xe2\r\x80h": [-48, 674535]}, ': ', b'SEND: sleep=0.1 | counter=608 | timeElap=HR=0 min=5, sec=9') 
({b"H'\xe2\r\x80h": [-47, 675225]}, ': ', b'SEND: sleep=0.1 | counter=609 | timeElap=HR=0 min=5, sec=10') 
({b"H'\xe2\r\x80h": [-49, 675707]}, ': ', b'SEND: sleep=0.1 | counter=610 | timeElap=HR=0 min=5, sec=10') 
({b"H'\xe2\r\x80h": [-49, 676187]}, ': ', b'SEND: sleep=0.1 | counter=611 | timeElap=HR=0 min=5, sec=11') 
({b"H'\xe2\r\x80h": [-48, 676665]}, ': ', b'SEND: sleep=0.1 | counter=612 | timeElap=HR=0 min=5, sec=11') 
({b"H'\xe2\r\x80h": [-47, 677225]}, ': ', b'SEND: sleep=0.1 | counter=613 | timeElap=HR=0 min=5, sec=12') 
({b"H'\xe2\r\x80h": [-48, 677695]}, ': ', b'SEND: sleep=0.1 | counter=614 | timeElap=HR=0 min=5, sec=12') 
